TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR,OVER_.500
Prairie View A&M,31.0,B,B,A,B,B,A,A,A,B,B,2016.0,FALSE
Texas Southern,33.0,A,A,A,B,A,A,A,A,A,B,2016.0,TRUE
Alabama A&M,29.0,B,B,A,B,B,A,B,A,B,B,2017.0,FALSE
Alabama St.,30.0,B,B,A,B,B,A,A,B,B,B,2017.0,FALSE
Alcorn St.,29.0,A,B,A,B,B,A,A,B,B,B,2017.0,TRUE
Arkansas Pine Bluff,30.0,B,B,A,B,B,A,A,B,B,B,2017.0,FALSE
Grambling St.,30.0,B,B,A,B,B,A,A,A,B,B,2017.0,TRUE
Jackson St.,29.0,B,B,A,B,B,B,A,B,B,B,2017.0,FALSE
Mississippi Valley St.,32.0,B,B,A,B,B,A,A,B,B,B,2017.0,FALSE
Prairie View A&M,31.0,B,B,A,B,B,A,B,B,B,A,2017.0,FALSE
Southern,30.0,B,B,A,B,B,A,A,A,B,B,2017.0,TRUE
Alabama A&M,31.0,B,B,A,B,B,A,A,B,B,B,2018.0,FALSE
Alabama St.,31.0,B,B,A,B,B,A,A,B,B,B,2018.0,FALSE
Alcorn St.,28.0,B,B,A,B,B,A,B,B,B,B,2018.0,FALSE
Arkansas Pine Bluff,35.0,B,B,A,B,B,A,B,A,A,B,2018.0,FALSE
Grambling St.,30.0,A,B,A,B,B,A,A,A,B,B,2018.0,TRUE
Jackson St.,30.0,B,B,A,B,B,B,A,B,B,B,2018.0,FALSE
Mississippi Valley St.,32.0,B,B,A,B,B,A,A,B,B,B,2018.0,FALSE
Prairie View A&M,33.0,B,B,A,B,B,B,A,A,A,B,2018.0,FALSE
Southern,31.0,B,B,A,B,B,A,A,A,B,B,2018.0,FALSE
Alabama A&M,32.0,B,B,A,B,B,A,B,B,B,B,2019.0,FALSE
Alabama St.,29.0,B,B,A,B,B,A,A,A,B,B,2019.0,FALSE
Alcorn St.,27.0,B,B,A,B,B,A,A,B,B,B,2019.0,FALSE
Arkansas Pine Bluff,31.0,B,B,A,B,B,A,B,A,B,B,2019.0,FALSE
Grambling St.,31.0,A,B,A,B,A,A,B,A,B,A,2019.0,TRUE
Jackson St.,30.0,B,B,A,B,B,A,B,B,B,B,2019.0,FALSE
Mississippi Valley St.,31.0,B,B,A,B,B,B,B,B,B,B,2019.0,FALSE
Southern,31.0,B,B,A,B,B,A,A,B,B,B,2019.0,FALSE
Texas Southern,36.0,A,B,A,B,A,A,A,A,A,B,2019.0,TRUE
Cal St. Bakersfield,30.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Chicago St.,29.0,B,B,A,B,B,A,A,B,B,B,2015.0,FALSE
Grand Canyon,30.0,B,A,A,B,A,B,B,A,A,B,2015.0,TRUE
Seattle,32.0,B,B,B,B,A,A,A,A,B,A,2015.0,TRUE
UMKC,31.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
UT Rio Grande Valley,28.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Utah Valley,28.0,B,B,A,B,B,A,B,B,B,B,2015.0,FALSE
Chicago St.,29.0,B,B,A,B,B,A,B,B,B,B,2016.0,FALSE
Grand Canyon,32.0,A,B,B,A,B,B,A,A,B,A,2016.0,TRUE
New Mexico St.,32.0,A,B,B,A,A,A,A,A,A,B,2016.0,TRUE
Seattle,30.0,B,B,A,B,B,A,A,A,B,A,2016.0,FALSE
UMKC,28.0,B,B,A,B,B,A,A,B,B,A,2016.0,FALSE
UT Rio Grande Valley,27.0,B,B,A,B,B,B,B,B,B,B,2016.0,FALSE
Utah Valley,27.0,B,B,A,B,B,B,B,B,B,A,2016.0,FALSE
Cal St. Bakersfield,32.0,A,B,B,A,B,A,A,A,B,B,2017.0,TRUE
Chicago St.,29.0,B,B,A,B,B,A,B,B,B,B,2017.0,FALSE
Grand Canyon,29.0,A,B,B,A,B,B,B,A,B,B,2017.0,TRUE
Seattle,27.0,B,B,B,B,A,A,B,A,A,B,2017.0,FALSE
UMKC,32.0,A,B,A,B,A,A,B,A,B,A,2017.0,TRUE
UT Rio Grande Valley,29.0,B,B,A,B,B,A,B,B,B,B,2017.0,FALSE
Utah Valley,31.0,A,B,B,A,A,A,B,A,A,B,2017.0,TRUE
Cal St. Bakersfield,27.0,B,B,B,B,B,A,A,B,B,B,2018.0,FALSE
Chicago St.,30.0,B,B,A,B,B,A,B,B,B,B,2018.0,FALSE
Grand Canyon,33.0,A,B,B,A,B,A,A,A,A,B,2018.0,TRUE
Seattle,31.0,A,A,A,B,A,A,B,B,B,A,2018.0,TRUE
UMKC,29.0,B,B,A,B,B,B,B,B,B,B,2018.0,FALSE
UT Rio Grande Valley,31.0,B,B,A,B,B,B,B,A,B,B,2018.0,FALSE
Utah Valley,31.0,A,A,B,A,A,A,A,A,A,A,2018.0,TRUE
Cal Baptist,27.0,B,A,A,B,A,B,B,B,A,A,2019.0,TRUE
Cal St. Bakersfield,31.0,A,B,A,B,B,A,A,B,B,B,2019.0,TRUE
Chicago St.,30.0,B,B,A,B,B,A,B,B,B,B,2019.0,FALSE
Grand Canyon,33.0,A,A,B,A,A,B,B,B,A,B,2019.0,TRUE
Seattle,31.0,A,B,B,B,B,B,B,B,B,A,2019.0,TRUE
UMKC,31.0,B,B,A,B,B,B,B,B,B,A,2019.0,FALSE
UT Rio Grande Valley,35.0,A,B,B,B,B,B,B,A,B,B,2019.0,TRUE
Utah Valley,33.0,A,A,B,A,A,A,B,A,A,A,2019.0,TRUE
Loyola Marymount,30.0,B,B,A,B,B,A,A,A,B,A,2015.0,FALSE
Pacific,28.0,B,B,A,B,B,A,A,A,B,B,2015.0,FALSE
Pepperdine,31.0,A,B,B,A,B,A,B,A,B,B,2015.0,TRUE
Portland,31.0,B,A,B,A,A,B,A,A,B,A,2015.0,FALSE
Saint Mary's,30.0,A,A,B,A,A,A,A,B,A,A,2015.0,TRUE
San Diego,30.0,B,B,B,A,B,B,A,A,B,A,2015.0,FALSE
San Francisco,31.0,B,A,B,A,A,B,A,A,A,B,2015.0,FALSE
Santa Clara,30.0,B,A,A,A,B,B,B,B,B,A,2015.0,FALSE
BYU,36.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
Loyola Marymount,30.0,B,A,A,B,B,B,B,B,B,B,2016.0,FALSE
Pacific,26.0,B,B,A,B,B,A,B,A,A,B,2016.0,FALSE
Pepperdine,31.0,A,A,B,A,B,B,A,A,B,B,2016.0,TRUE
Portland,31.0,B,A,A,B,A,B,A,B,B,A,2016.0,FALSE
Saint Mary's,34.0,A,A,B,A,A,B,B,B,A,A,2016.0,TRUE
San Diego,29.0,B,B,B,B,B,A,B,B,B,B,2016.0,FALSE
San Francisco,29.0,B,A,A,B,A,B,A,A,B,A,2016.0,FALSE
Santa Clara,30.0,B,B,A,B,B,B,B,B,B,A,2016.0,FALSE
BYU,34.0,A,A,B,A,A,B,B,A,A,B,2017.0,TRUE
Loyola Marymount,29.0,B,B,B,B,A,A,A,B,A,A,2017.0,TRUE
Pacific,32.0,B,B,A,B,B,B,B,B,B,B,2017.0,FALSE
Pepperdine,30.0,B,B,A,B,B,B,B,B,B,A,2017.0,FALSE
Portland,31.0,B,B,A,B,B,A,B,A,B,A,2017.0,FALSE
San Diego,30.0,B,B,A,B,B,B,B,B,B,A,2017.0,FALSE
San Francisco,32.0,A,B,B,A,A,B,B,B,A,A,2017.0,TRUE
Santa Clara,32.0,A,A,B,A,A,B,B,B,B,A,2017.0,TRUE
BYU,35.0,A,A,B,A,A,B,B,A,A,A,2018.0,TRUE
Loyola Marymount,30.0,B,A,A,B,B,A,A,B,B,A,2018.0,FALSE
Pacific,31.0,B,A,A,B,B,B,A,A,B,B,2018.0,FALSE
Pepperdine,31.0,B,A,A,B,B,B,B,B,B,B,2018.0,FALSE
Portland,29.0,B,B,A,B,A,B,B,B,B,A,2018.0,FALSE
Saint Mary's,36.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
San Diego,33.0,A,A,B,A,A,A,B,A,A,A,2018.0,TRUE
San Francisco,38.0,A,B,B,A,B,B,B,B,B,B,2018.0,TRUE
Santa Clara,29.0,B,B,A,B,B,B,B,B,B,B,2018.0,FALSE
BYU,32.0,A,A,B,A,A,B,B,A,A,B,2019.0,TRUE
Loyola Marymount,32.0,A,B,B,A,B,A,B,A,A,B,2019.0,TRUE
Pacific,30.0,B,B,B,B,B,A,B,A,B,A,2019.0,FALSE
Pepperdine,33.0,B,A,A,A,A,B,B,B,B,A,2019.0,FALSE
Portland,30.0,B,B,A,B,B,A,B,A,B,B,2019.0,FALSE
San Diego,35.0,A,A,B,A,A,A,B,B,A,A,2019.0,TRUE
San Francisco,30.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Santa Clara,30.0,B,B,B,B,A,A,B,B,A,A,2019.0,TRUE
Abilene Christian,21.0,B,B,A,B,B,A,B,A,B,A,2014.0,FALSE
Air Force,28.0,B,B,A,B,B,A,B,A,A,B,2014.0,FALSE
Akron,34.0,A,A,B,A,A,A,A,A,A,A,2014.0,TRUE
Alabama,31.0,B,A,B,A,B,B,A,A,A,B,2014.0,FALSE
Alabama A&M,28.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
Alabama St.,29.0,B,B,A,B,B,B,A,A,B,B,2014.0,TRUE
Alcorn St.,28.0,B,B,A,B,B,B,B,A,B,B,2014.0,FALSE
Appalachian St.,26.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
Arkansas,34.0,A,A,B,A,A,B,A,A,B,A,2014.0,TRUE
Arkansas Little Rock,30.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Arkansas Pine Bluff,29.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
Arkansas St.,30.0,A,A,A,A,A,B,B,A,B,A,2014.0,TRUE
Army,30.0,B,A,A,B,A,A,A,B,A,B,2014.0,FALSE
Auburn,30.0,B,A,A,A,B,B,A,A,A,B,2014.0,FALSE
Austin Peay,28.0,B,B,A,B,A,A,B,A,A,B,2014.0,FALSE
Ball St.,28.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Belmont,35.0,A,A,A,A,A,B,B,A,A,A,2014.0,TRUE
Bethune Cookman,30.0,B,B,A,B,B,A,A,B,B,A,2014.0,FALSE
Binghamton,30.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
Boise St.,31.0,A,A,A,A,A,B,A,A,A,A,2014.0,TRUE
Boston College,31.0,B,A,A,A,A,B,B,A,A,A,2014.0,FALSE
Boston University,35.0,A,A,B,A,A,B,B,B,A,A,2014.0,TRUE
Bowling Green,31.0,B,B,B,B,B,A,A,A,B,B,2014.0,FALSE
Bradley,32.0,B,B,B,B,B,B,A,A,B,B,2014.0,FALSE
Brown,28.0,B,B,B,A,B,B,A,B,B,A,2014.0,TRUE
Bryant,31.0,A,A,A,B,A,B,B,A,A,B,2014.0,TRUE
Bucknell,30.0,B,B,B,A,B,B,B,B,B,A,2014.0,TRUE
Buffalo,28.0,A,A,A,A,A,B,A,A,A,B,2014.0,TRUE
Butler,30.0,B,A,B,A,B,B,A,A,B,B,2014.0,FALSE
Cal St. Bakersfield,31.0,B,B,A,B,B,A,A,A,B,A,2014.0,FALSE
Cal St. Fullerton,31.0,B,B,A,B,B,B,B,A,B,B,2014.0,FALSE
Cal St. Northridge,33.0,B,A,A,B,B,B,A,A,B,A,2014.0,FALSE
California,35.0,A,A,B,A,A,B,B,B,A,A,2014.0,TRUE
Campbell,28.0,B,B,A,B,A,A,A,B,A,A,2014.0,FALSE
Canisius,33.0,A,A,A,A,A,B,A,A,A,A,2014.0,TRUE
Central Arkansas,27.0,B,B,A,B,B,A,B,A,B,A,2014.0,FALSE
Central Connecticut,29.0,B,B,A,B,B,A,B,B,B,B,2014.0,FALSE
Central Michigan,29.0,B,A,A,B,B,B,B,A,A,B,2014.0,FALSE
Charleston Southern,27.0,B,A,A,B,A,B,A,B,B,A,2014.0,FALSE
Charlotte,31.0,A,B,B,B,B,A,A,A,B,A,2014.0,TRUE
Chattanooga,30.0,B,B,A,B,B,A,A,A,B,B,2014.0,TRUE
Chicago St.,30.0,B,B,A,B,B,B,B,B,B,B,2014.0,FALSE
Clemson,36.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
Cleveland St.,31.0,A,A,B,A,A,A,A,A,B,A,2014.0,TRUE
Colgate,30.0,B,A,A,A,A,B,B,B,A,A,2014.0,FALSE
College of Charleston,31.0,B,B,B,B,B,A,A,B,B,A,2014.0,FALSE
Colorado St.,30.0,B,A,A,A,B,B,A,A,B,B,2014.0,FALSE
Columbia,33.0,A,A,B,A,A,A,B,A,B,A,2014.0,TRUE
Coppin St.,31.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
Cornell,27.0,B,B,A,B,B,B,B,B,B,B,2014.0,FALSE
Dartmouth,26.0,B,B,A,B,B,A,A,A,B,A,2014.0,FALSE
Davidson,32.0,A,A,A,A,A,B,B,A,A,A,2014.0,TRUE
Delaware St.,28.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
Denver,30.0,B,A,A,A,A,B,B,B,A,A,2014.0,TRUE
DePaul,33.0,B,A,A,B,B,A,A,A,B,B,2014.0,FALSE
Detroit,30.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
Drake,30.0,B,A,A,B,A,A,B,A,B,A,2014.0,FALSE
Drexel,30.0,B,A,B,A,B,B,B,A,B,B,2014.0,TRUE
Duquesne,30.0,B,A,A,A,A,B,A,A,B,A,2014.0,FALSE
East Carolina,30.0,B,A,A,B,A,B,B,A,B,A,2014.0,FALSE
East Tennessee St.,34.0,A,B,A,B,B,B,B,A,B,A,2014.0,TRUE
Eastern Illinois,27.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Eastern Michigan,34.0,A,B,B,A,B,B,A,A,B,B,2014.0,TRUE
Eastern Washington,29.0,B,A,A,B,A,B,A,A,A,A,2014.0,FALSE
Elon,29.0,B,A,A,B,A,B,B,B,A,A,2014.0,TRUE
Evansville,31.0,B,A,A,B,B,A,B,A,A,A,2014.0,FALSE
Fairfield,32.0,B,B,B,B,B,A,A,B,B,B,2014.0,FALSE
Fairleigh Dickinson,29.0,B,B,A,B,B,B,A,B,B,A,2014.0,FALSE
FIU,28.0,B,B,A,B,B,A,A,A,A,B,2014.0,FALSE
Florida A&M,30.0,B,B,A,B,B,A,A,B,B,B,2014.0,FALSE
Florida Atlantic,30.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Florida Gulf Coast,33.0,A,B,B,B,A,A,A,A,A,B,2014.0,TRUE
Florida St.,36.0,A,A,B,A,A,A,A,A,A,A,2014.0,TRUE
Fordham,31.0,B,A,A,B,B,B,A,B,B,B,2014.0,FALSE
Fresno St.,37.0,A,A,A,A,A,B,B,A,B,A,2014.0,TRUE
Furman,27.0,B,B,A,B,B,A,B,A,A,B,2014.0,FALSE
Gardner Webb,30.0,B,B,A,B,B,B,A,A,B,B,2014.0,TRUE
George Mason,31.0,B,A,B,A,B,A,A,A,B,A,2014.0,FALSE
Georgetown,33.0,A,A,B,A,A,B,A,A,A,B,2014.0,TRUE
Georgia,34.0,A,A,B,A,B,A,A,A,B,A,2014.0,TRUE
Georgia Southern,31.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
Georgia St.,32.0,A,A,A,A,A,B,B,A,A,A,2014.0,TRUE
Georgia Tech,33.0,B,A,B,A,B,B,A,B,B,B,2014.0,FALSE
Grambling St.,27.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Grand Canyon,27.0,B,A,A,B,B,A,B,A,B,A,2014.0,FALSE
Green Bay,28.0,A,A,B,A,A,B,A,A,A,B,2014.0,TRUE
Hampton,30.0,A,B,B,B,B,A,A,A,B,B,2014.0,TRUE
Hartford,33.0,A,B,A,B,A,A,B,A,A,A,2014.0,TRUE
Hawaii,29.0,A,A,A,A,A,B,A,A,A,B,2014.0,TRUE
High Point,29.0,B,A,A,B,A,B,A,B,A,A,2014.0,FALSE
Hofstra,33.0,B,A,A,B,B,A,A,A,B,B,2014.0,FALSE
Holy Cross,34.0,A,A,B,A,B,B,B,A,B,A,2014.0,TRUE
Houston,33.0,A,A,A,A,A,A,A,A,A,A,2014.0,TRUE
Houston Baptist,29.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Howard,31.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Idaho,33.0,B,A,A,B,A,B,A,A,B,A,2014.0,FALSE
Idaho St.,27.0,B,B,A,B,B,A,A,A,B,A,2014.0,FALSE
Illinois,35.0,A,A,B,A,B,B,A,B,B,B,2014.0,TRUE
Illinois Chicago,29.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Illinois St.,33.0,A,B,B,A,B,B,B,A,B,B,2014.0,TRUE
Incarnate Word,15.0,B,B,A,B,A,B,A,A,A,A,2014.0,TRUE
Indiana,32.0,A,A,B,A,A,A,A,A,A,B,2014.0,TRUE
Indiana St.,32.0,A,A,B,A,A,B,B,A,A,B,2014.0,TRUE
Iona,33.0,A,A,A,A,A,B,B,A,A,A,2014.0,TRUE
IPFW,33.0,A,A,A,A,A,B,A,A,A,A,2014.0,TRUE
IUPUI,29.0,B,B,A,B,B,B,B,B,B,B,2014.0,FALSE
Jackson St.,31.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Jacksonville,28.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Jacksonville St.,29.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
James Madison,31.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
Kennesaw St.,29.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Kent St.,31.0,B,B,A,B,B,B,A,A,B,A,2014.0,FALSE
La Salle,31.0,B,A,B,A,B,B,A,A,B,B,2014.0,FALSE
Lafayette,30.0,B,A,A,B,A,A,B,B,A,A,2014.0,FALSE
Lamar,30.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
Lehigh,32.0,B,B,A,B,B,B,B,B,B,A,2014.0,FALSE
Liberty,29.0,B,B,A,B,A,A,A,B,B,A,2014.0,FALSE
Lipscomb,29.0,B,B,A,B,A,B,B,A,A,A,2014.0,FALSE
LIU Brooklyn,29.0,B,B,A,B,B,B,A,A,B,A,2014.0,FALSE
Long Beach St.,30.0,B,A,B,A,B,B,A,B,A,B,2014.0,FALSE
Longwood,28.0,B,B,A,B,B,A,B,B,B,B,2014.0,FALSE
Louisiana Monroe,26.0,B,B,A,B,B,A,A,B,B,B,2014.0,FALSE
Louisiana Tech,36.0,A,A,B,A,A,B,A,A,A,B,2014.0,TRUE
Loyola Chicago,31.0,B,B,A,B,A,A,B,A,A,A,2014.0,FALSE
Loyola Marymount,31.0,B,A,A,B,B,B,A,A,B,B,2014.0,FALSE
Loyola MD,28.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
LSU,34.0,A,A,B,A,A,A,A,B,A,B,2014.0,TRUE
Maine,28.0,B,B,A,B,B,A,B,B,B,B,2014.0,FALSE
Marist,31.0,B,B,A,B,B,B,B,A,B,A,2014.0,FALSE
Marquette,32.0,A,A,B,A,B,B,A,A,A,B,2014.0,TRUE
Marshall,31.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Maryland,32.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
Maryland Eastern Shore,28.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
McNeese St.,29.0,B,B,A,B,B,B,A,B,B,B,2014.0,FALSE
Miami FL,33.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
Miami OH,30.0,B,B,B,B,B,A,B,B,A,B,2014.0,FALSE
Middle Tennessee,31.0,A,A,B,A,B,A,A,A,B,B,2014.0,TRUE
Minnesota,37.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Mississippi,33.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
Mississippi St.,33.0,B,B,B,B,B,A,B,A,A,B,2014.0,FALSE
Mississippi Valley St.,29.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Missouri,35.0,A,A,B,A,A,A,A,A,A,B,2014.0,TRUE
Missouri St.,32.0,A,A,A,A,B,B,B,A,B,A,2014.0,TRUE
Monmouth,32.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Montana,28.0,B,A,A,B,A,B,B,A,A,A,2014.0,TRUE
Montana St.,29.0,B,B,A,B,B,B,B,A,B,B,2014.0,FALSE
Morehead St.,32.0,A,B,A,B,B,A,A,A,A,B,2014.0,TRUE
Morgan St.,31.0,B,B,A,B,B,B,A,A,A,B,2014.0,FALSE
Murray St.,32.0,A,A,A,A,A,B,A,A,A,A,2014.0,TRUE
Navy,29.0,B,B,A,B,B,A,B,B,B,B,2014.0,FALSE
Nebraska Omaha,29.0,B,A,A,B,B,B,B,A,A,B,2014.0,FALSE
Nevada,32.0,B,A,A,A,B,B,A,A,B,B,2014.0,FALSE
New Hampshire,29.0,B,B,A,B,B,A,B,B,B,B,2014.0,FALSE
New Orleans,24.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Niagara,33.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
Nicholls St.,28.0,B,B,A,B,B,B,B,A,A,B,2014.0,FALSE
NJIT,25.0,B,B,A,B,B,B,B,A,B,A,2014.0,FALSE
Norfolk St.,31.0,B,B,A,B,A,A,A,A,A,B,2014.0,TRUE
North Carolina A&T,31.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
North Dakota,32.0,B,A,A,B,A,B,A,A,A,B,2014.0,FALSE
North Florida,30.0,B,B,A,B,B,A,A,A,B,A,2014.0,FALSE
North Texas,30.0,B,B,A,B,B,B,B,A,B,B,2014.0,FALSE
Northeastern,32.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Northern Arizona,31.0,B,B,A,B,A,A,A,B,A,A,2014.0,FALSE
Northern Colorado,30.0,B,A,A,B,A,B,A,A,A,A,2014.0,TRUE
Northern Illinois,31.0,B,B,B,B,B,A,A,A,B,B,2014.0,FALSE
Northern Iowa,30.0,B,A,A,A,A,B,B,A,A,A,2014.0,TRUE
Northern Kentucky,30.0,B,B,A,B,A,B,B,B,A,A,2014.0,FALSE
Northwestern,33.0,B,B,B,A,B,B,B,B,B,B,2014.0,FALSE
Northwestern St.,29.0,B,A,A,B,A,B,A,A,A,B,2014.0,TRUE
Notre Dame,32.0,B,A,A,A,A,B,A,B,A,A,2014.0,FALSE
Oakland,31.0,B,A,A,B,A,B,B,A,B,A,2014.0,FALSE
Ohio,36.0,A,A,B,A,A,A,B,B,A,A,2014.0,TRUE
Old Dominion,36.0,A,B,B,B,B,A,A,A,B,B,2014.0,TRUE
Oral Roberts,31.0,B,A,A,B,A,B,A,A,A,A,2014.0,FALSE
Oregon St.,32.0,B,A,A,A,A,A,A,A,A,A,2014.0,TRUE
Pacific,33.0,A,A,A,A,A,B,A,A,B,A,2014.0,TRUE
Penn,28.0,B,B,A,B,B,A,B,A,A,B,2014.0,FALSE
Penn St.,34.0,B,A,B,A,B,B,A,A,B,B,2014.0,FALSE
Pepperdine,30.0,B,A,A,A,A,B,A,A,A,A,2014.0,FALSE
Portland,31.0,B,A,B,A,A,B,A,A,B,A,2014.0,FALSE
Portland St.,30.0,B,B,A,B,A,B,B,A,A,A,2014.0,TRUE
Prairie View A&M,33.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Presbyterian,30.0,B,B,A,B,A,A,B,B,A,A,2014.0,FALSE
Princeton,29.0,A,A,B,A,A,B,B,A,A,A,2014.0,TRUE
Purdue,31.0,B,A,B,A,B,B,A,A,B,B,2014.0,FALSE
Quinnipiac,32.0,A,A,A,A,B,B,A,A,B,A,2014.0,TRUE
Radford,32.0,A,A,A,B,A,B,A,A,A,A,2014.0,TRUE
Rhode Island,31.0,B,A,B,A,B,A,A,A,A,B,2014.0,FALSE
Rice,28.0,B,B,A,B,B,A,B,B,B,B,2014.0,FALSE
Richmond,33.0,A,A,B,A,B,B,B,A,B,B,2014.0,TRUE
Rider,31.0,B,A,A,B,A,A,A,A,B,A,2014.0,FALSE
Robert Morris,36.0,A,A,A,B,A,B,A,A,B,A,2014.0,TRUE
Rutgers,32.0,B,A,A,B,B,B,A,A,B,B,2014.0,FALSE
Sacramento St.,28.0,B,A,A,B,A,B,A,B,B,A,2014.0,FALSE
Sacred Heart,31.0,B,B,A,B,B,B,A,B,B,B,2014.0,FALSE
Saint Mary's,34.0,A,A,B,A,A,B,A,A,B,A,2014.0,TRUE
Saint Peter's,31.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
Sam Houston St.,33.0,A,A,A,B,A,A,A,A,A,A,2014.0,TRUE
Samford,30.0,B,B,A,B,A,A,B,A,A,B,2014.0,FALSE
San Diego,33.0,B,A,B,A,A,B,B,A,B,A,2014.0,FALSE
San Francisco,31.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
San Jose St.,29.0,B,B,A,B,B,A,B,B,B,B,2014.0,FALSE
Santa Clara,31.0,B,A,A,A,B,B,B,A,B,A,2014.0,FALSE
Savannah St.,30.0,B,B,B,B,B,A,A,A,B,B,2014.0,FALSE
Seattle,28.0,B,B,A,B,B,A,A,B,B,B,2014.0,FALSE
Seton Hall,34.0,A,A,B,A,A,B,B,A,A,A,2014.0,TRUE
Siena,38.0,A,B,B,A,B,A,A,A,B,B,2014.0,TRUE
SIU Edwardsville,29.0,B,B,A,B,A,A,B,A,A,A,2014.0,FALSE
SMU,37.0,A,A,B,A,A,A,A,A,A,A,2014.0,TRUE
South Alabama,28.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
South Carolina,34.0,B,A,B,A,B,A,A,A,B,A,2014.0,FALSE
South Carolina St.,28.0,B,B,A,B,B,A,A,B,B,B,2014.0,FALSE
South Dakota,27.0,B,B,A,B,B,A,B,A,B,A,2014.0,FALSE
South Dakota St.,29.0,B,A,A,A,B,B,A,A,A,B,2014.0,TRUE
South Florida,32.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Southeast Missouri St.,30.0,B,A,A,B,A,B,A,A,A,A,2014.0,TRUE
Southeastern Louisiana,28.0,B,B,A,B,A,B,B,A,B,A,2014.0,FALSE
Southern,29.0,B,B,B,B,B,A,A,A,B,A,2014.0,TRUE
Southern Illinois,32.0,B,A,A,A,B,A,A,A,A,B,2014.0,FALSE
Southern Miss,34.0,A,A,B,A,A,A,A,A,A,A,2014.0,TRUE
Southern Utah,28.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
St. Bonaventure,33.0,A,A,B,A,B,B,A,A,A,B,2014.0,TRUE
St. Francis NY,31.0,A,B,B,B,B,A,A,A,B,B,2014.0,TRUE
St. Francis PA,31.0,B,B,A,B,B,B,B,B,B,B,2014.0,FALSE
St. John's,33.0,A,A,B,A,B,B,A,A,B,A,2014.0,TRUE
Stetson,30.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
Stony Brook,33.0,A,A,A,B,A,B,A,A,B,A,2014.0,TRUE
TCU,30.0,B,B,B,B,B,B,B,A,B,B,2014.0,FALSE
Temple,31.0,B,A,A,A,B,B,A,B,B,B,2014.0,FALSE
Tennessee Martin,29.0,B,B,A,B,B,B,A,B,B,A,2014.0,FALSE
Tennessee St.,29.0,B,B,A,B,B,B,A,A,B,B,2014.0,FALSE
Tennessee Tech,31.0,B,B,A,B,A,A,A,A,A,B,2014.0,FALSE
Texas A&M,34.0,A,B,B,A,B,B,B,A,B,B,2014.0,TRUE
